group_desc	supergroup1	series_code	group_code	primary_option_code	secondary_option_code	id	series_desc	option_desc	currency	price	standard_option_desc	compacted_option_desc	obsolete	compulsory	BAM	BHZ	BLT	BRK	BST	BVT	CHR	CHT	CLA	CPH	ELT	EMK	FCL	FTN	FTP	HYD	LEV	LTY	MHT	MLT	STG	VWY	AQU	BCH
DRIVE WHEEL & TYRES	WHEELS	E216	G198	E216G19802		E216G19802          	ERP20-32ALF / ERP40-65DH	DRIVE TIRE : WIDE SOLID 23X10-12	EUR	285	DRIVE TIRE : WIDE SOLID 23X10-12	 DRIVETIRE:WIDESOLID23X1012																										
DRIVE WHEEL & TYRES	WHEELS	E216	G198	E216G19805		E216G19805          	ERP20-32ALF / ERP40-65DH	DRIVE TIRE : STANDARD PNEU 23X10-12	EUR	0	DRIVE TIRE : STANDARD PNEU 23X10-12	 DRIVETIRE:STANDARDPNEU23X1012																										
DRIVE WHEEL & TYRES	WHEELS	E216	G198	E216G19806		E216G19806          	ERP20-32ALF / ERP40-65DH	DRIVE TIRE : WIDE PNEU 23X10-12	EUR	285	DRIVE TIRE : WIDE PNEU 23X10-12	 DRIVETIRE:WIDEPNEU23X1012																										
DRIVE WHEEL & TYRES	WHEELS	E216	G198	E216G19807		E216G19807          	ERP20-32ALF / ERP40-65DH	DRIVE TIRE : NM STANDARD SOLID 23X10-12	EUR	520	DRIVE TIRE : NM STANDARD SOLID 23X10-12	 DRIVETIRE:NMSTANDARDSOLID23X1012																										
DRIVE WHEEL & TYRES	WHEELS	E216	G198	E216G19808		E216G19808          	ERP20-32ALF / ERP40-65DH	DRIVE TIRE : NM WIDE SOLID 23X10-12	EUR	805	DRIVE TIRE : NM WIDE SOLID 23X10-12	 DRIVETIRE:NMWIDESOLID23X1012																										
STEER WHEEL & TYRES	WHEELS	E216	G201	E216G20101		E216G20101          	ERP20-32ALF / ERP40-65DH	STEER TIRE : SOLID 18X7-8	EUR	0	STEER TIRE : SOLID 18X7-8	 STEERTIRE:SOLID18X78																										
STEER WHEEL & TYRES	WHEELS	E216	G201	E216G20103		E216G20103          	ERP20-32ALF / ERP40-65DH	STEER TIRE : PNEUMATIC 18X7-8	EUR	0	STEER TIRE : PNEUMATIC 18X7-8	 STEERTIRE:PNEUMATIC18X78																										
STEER WHEEL & TYRES	WHEELS	E216	G201	E216G20104		E216G20104          	ERP20-32ALF / ERP40-65DH	STEER TIRE : NM SOLID 18X7-8	EUR	0	STEER TIRE : NM SOLID 18X7-8	 STEERTIRE:NMSOLID18X78																										
SEAT	SEAT	E216	G204	E216G20441		E216G20441          	ERP20-32ALF / ERP40-65DH	SEAT : FULL SUSPENSION VINYL	EUR	0	SEAT : FULL SUSPENSION VINYL	 SEAT:FULLSUSPENSIONVINYL	N	N																								
SEAT	SEAT	E216	G204	E216G20442		E216G20442          	ERP20-32ALF / ERP40-65DH	SEAT : FULL SUSPENSION VINYL W/E-HYD	EUR	0	SEAT : FULL SUSPENSION VINYL W/E-HYD	 SEAT:FULLSUSPENSIONVINYLW/EHYD	N	N																								
SEAT	SEAT	E216	G204	E216G20451		E216G20451          	ERP20-32ALF / ERP40-65DH	SEAT : FULL SUSPENSION FABRIC	EUR	85	SEAT : FULL SUSPENSION FABRIC	 SEAT:FULLSUSPENSIONFABRIC	N	N																								
SEAT	SEAT	E216	G204	E216G20452		E216G20452          	ERP20-32ALF / ERP40-65DH	SEAT : FULL SUSPENSION FABRIC W/E-HYD	EUR	85	SEAT : FULL SUSPENSION FABRIC W/E-HYD	 SEAT:FULLSUSPENSIONFABRICW/EHYD	N	N																								
SEAT	SEAT	E216	G204	E216G20463		E216G20463          	ERP20-32ALF / ERP40-65DH	SEAT : SWIVEL FULL SUSP VINYL W/E-HYD	EUR	280	SEAT : SWIVEL FULL SUSP VINYL W/E-HYD	 SEAT:SWIVELFULLSUSPVINYLW/EHYD	N	N																								
HYDRAULIC CONTROLS	HYDRAULICS	E216	G207	E216G20701		E216G20701          	ERP20-32ALF / ERP40-65DH	HYD CONTROL : COWL MTD HYD LEVERS	EUR	0	HYD CONTROL : COWL MTD HYD LEVERS	 HYDCONTROL:COWLMTDHYDLEVERS	N	N																Man Hydraulics	Mec Levers							
HYDRAULIC CONTROLS	HYDRAULICS	E216	G207	E216G20702		E216G20702          	ERP20-32ALF / ERP40-65DH	HYD CONTROL:SEAT MTD HYD MINI LEVERS STD	EUR	1060	HYD CONTROL:SEAT MTD HYD MINI LEVERS STD	 HYDCONTROL:SEATMTDHYDMINILEVERSSTD	N	N																E-Hydraulics	Mini Levers							
HYDRAULIC CONTROLS	HYDRAULICS	E216	G207	E216G20703		E216G20703          	ERP20-32ALF / ERP40-65DH	HYD CONTROL:SEAT MT HYD MINI LEVERS HIGH	EUR	1305	HYD CONTROL:SEAT MT HYD MINI LEVERS HIGH	 HYDCONTROL:SEATMTHYDMINILEVERSHIGH	N	N																E-Hydraulics	Mini Levers							
HYDRAULIC CONTROLS	HYDRAULICS	E216	G207	E216G20704		E216G20704          	ERP20-32ALF / ERP40-65DH	HYD CONTROL : SEAT MTD HYD JOYSTICK STD	EUR	1315	HYD CONTROL : SEAT MTD HYD JOYSTICK STD	 HYDCONTROL:SEATMTDHYDJOYSTICKSTD	N	N																E-Hydraulics	Joystick							
HYDRAULIC CONTROLS	HYDRAULICS	E216	G207	E216G20705		E216G20705          	ERP20-32ALF / ERP40-65DH	HYD CONTROL : SEAT MTD HYD JOYSTICK HIGH	EUR	1560	HYD CONTROL : SEAT MTD HYD JOYSTICK HIGH	 HYDCONTROL:SEATMTDHYDJOYSTICKHIGH	N	N																E-Hydraulics	Joystick							
VALVE	HYDRAULICS	E216	G210	E216G21001		E216G21001          	ERP20-32ALF / ERP40-65DH	VALVE : MANUAL HYD 3 FUNC W/O LOCK	EUR	0	VALVE : MANUAL HYD 3 FUNC W/O LOCK	 VALVE:MANUALHYD3FUNCW/OLOCK	N	N									Non Clamping					3 Functions		Man Hydraulics						3 Ways		
VALVE	HYDRAULICS	E216	G210	E216G21002		E216G21002          	ERP20-32ALF / ERP40-65DH	VALVE: ELEC HYD MINI 3 FUNC W/O LOCK STD	EUR	0	VALVE: ELEC HYD MINI 3 FUNC W/O LOCK STD	 VALVE:ELECHYDMINI3FUNCW/OLOCKSTD	N	N									Non Clamping					3 Functions		E-Hydraulics	Mini Levers					3 Ways		
VALVE	HYDRAULICS	E216	G210	E216G21003		E216G21003          	ERP20-32ALF / ERP40-65DH	VALVE : ELEC HYD JOY 3 FUNC W/O LOCK STD	EUR	0	VALVE : ELEC HYD JOY 3 FUNC W/O LOCK STD	 VALVE:ELECHYDJOY3FUNCW/OLOCKSTD	N	N									Non Clamping					3 Functions		E-Hydraulics	Joystick					3 Ways		
VALVE	HYDRAULICS	E216	G210	E216G21011		E216G21011          	ERP20-32ALF / ERP40-65DH	VALVE : MANUAL HYD 3 FUNC W/LOCK	EUR	45	VALVE : MANUAL HYD 3 FUNC W/LOCK	 VALVE:MANUALHYD3FUNCW/LOCK	N	N									Clamping					3 Functions		Man Hydraulics						3 Ways		
VALVE	HYDRAULICS	E216	G210	E216G21012		E216G21012          	ERP20-32ALF / ERP40-65DH	VALVE : ELEC HYD MINI 3 FUNC W/LOCK STD	EUR	45	VALVE : ELEC HYD MINI 3 FUNC W/LOCK STD	 VALVE:ELECHYDMINI3FUNCW/LOCKSTD	N	N									Clamping					3 Functions		E-Hydraulics	Mini Levers					3 Ways		
VALVE	HYDRAULICS	E216	G210	E216G21021		E216G21021          	ERP20-32ALF / ERP40-65DH	VALVE: ELEC HYD MINI 4 FUNC W/O LOCK STD	EUR	170	VALVE: ELEC HYD MINI 4 FUNC W/O LOCK STD	 VALVE:ELECHYDMINI4FUNCW/OLOCKSTD	N	N									Non Clamping					4 Functions		E-Hydraulics	Mini Levers					4 Ways		
VALVE	HYDRAULICS	E216	G210	E216G21022		E216G21022          	ERP20-32ALF / ERP40-65DH	VALVE:ELEC HYD MINI 4 FUNC W/O LOCK HIGH	EUR	170	VALVE:ELEC HYD MINI 4 FUNC W/O LOCK HIGH	 VALVE:ELECHYDMINI4FUNCW/OLOCKHIGH	N	N									Non Clamping					4 Functions		E-Hydraulics	Mini Levers					4 Ways		
VALVE	HYDRAULICS	E216	G210	E216G21023		E216G21023          	ERP20-32ALF / ERP40-65DH	VALVE : ELEC HYD JOY 4 FUNC W/O LOCK STD	EUR	170	VALVE : ELEC HYD JOY 4 FUNC W/O LOCK STD	 VALVE:ELECHYDJOY4FUNCW/OLOCKSTD	N	N									Non Clamping					4 Functions		E-Hydraulics	Joystick					4 Ways		
VALVE	HYDRAULICS	E216	G210	E216G21024		E216G21024          	ERP20-32ALF / ERP40-65DH	VALVE: ELEC HYD JOY 4 FUNC W/O LOCK HIGH	EUR	170	VALVE: ELEC HYD JOY 4 FUNC W/O LOCK HIGH	 VALVE:ELECHYDJOY4FUNCW/OLOCKHIGH	N	N									Non Clamping					4 Functions		E-Hydraulics	Joystick					4 Ways		
VALVE	HYDRAULICS	E216	G210	E216G21031		E216G21031          	ERP20-32ALF / ERP40-65DH	VALVE : MANUAL HYD 4 FUNC W/LOCK	EUR	215	VALVE : MANUAL HYD 4 FUNC W/LOCK	 VALVE:MANUALHYD4FUNCW/LOCK	N	N									Clamping					4 Functions		Man Hydraulics						4 Ways		
VALVE	HYDRAULICS	E216	G210	E216G21032		E216G21032          	ERP20-32ALF / ERP40-65DH	VALVE : ELEC HYD MINI 4 FUNC W/LOCK STD	EUR	215	VALVE : ELEC HYD MINI 4 FUNC W/LOCK STD	 VALVE:ELECHYDMINI4FUNCW/LOCKSTD	N	N									Clamping					4 Functions		E-Hydraulics	Mini Levers					4 Ways		
VALVE	HYDRAULICS	E216	G210	E216G21033		E216G21033          	ERP20-32ALF / ERP40-65DH	VALVE : ELEC HYD MINI 4 FUNC W/LOCK HIGH	EUR	215	VALVE : ELEC HYD MINI 4 FUNC W/LOCK HIGH	 VALVE:ELECHYDMINI4FUNCW/LOCKHIGH	N	N									Clamping					4 Functions		E-Hydraulics	Mini Levers					4 Ways		
LIGHT INSTALLATION KIT	LIGHTS	E216	G219	E216G21901		E216G21901          	ERP20-32ALF / ERP40-65DH	DC CONVERTOR	EUR	240	DC CONVERTOR	 DCCONVERTOR																										
LIGHT INSTALLATION KIT	LIGHTS	E216	G219	E216G21902		E216G21902          	ERP20-32ALF / ERP40-65DH	LIGHT INSTALATION KIT	EUR	0	LIGHT INSTALATION KIT	 LIGHTINSTALATIONKIT																										
STANDARD LIGHTS	LIGHTS	E216	G222	E216G22201		E216G22201          	ERP20-32ALF / ERP40-65DH	LIGHTS : FRONT/DRIVE/STOP/REVERSE	EUR	920	LIGHTS : FRONT/DRIVE/STOP/REVERSE	 LIGHTS:FRONT/DRIVE/STOP/REVERSE																										
STANDARD LIGHTS	LIGHTS	E216	G222	E216G22202		E216G22202          	ERP20-32ALF / ERP40-65DH	LIGHTS : REAR WORK LIGHT	EUR	165	LIGHTS : REAR WORK LIGHT	 LIGHTS:REARWORKLIGHT																										
STANDARD LIGHTS	LIGHTS	E216	G222	E216G22203		E216G22203          	ERP20-32ALF / ERP40-65DH	LIGHTS : FLASHING STROBE	EUR	355	LIGHTS : FLASHING STROBE	 LIGHTS:FLASHINGSTROBE																										
REVERSE ALARM	DRIVE	E216	G228	E216G22801		E216G22801          	ERP20-32ALF / ERP40-65DH	AUDIBLE ALARM	EUR	240	AUDIBLE ALARM	 AUDIBLEALARM																										
LITERATURE PACK	MANUALS	E216	G237	E216G23701		E216G23701          	ERP20-32ALF / ERP40-65DH	LIT PACK : ENGLISH US W/PARTS MANUAL	EUR	0	LIT PACK : ENGLISH US W/PARTS MANUAL	 LITPACK:ENGLISHUSW/PARTSMANUAL																										
LITERATURE PACK	MANUALS	E216	G237	E216G23702		E216G23702          	ERP20-32ALF / ERP40-65DH	LIT PACK : ENGLISH US W/O PARTS MANUAL	EUR	0	LIT PACK : ENGLISH US W/O PARTS MANUAL	 LITPACK:ENGLISHUSW/OPARTSMANUAL																										
LITERATURE PACK	MANUALS	E216	G237	E216G23703		E216G23703          	ERP20-32ALF / ERP40-65DH	LIT PACK : FRENCH US	EUR	0	LIT PACK : FRENCH US	 LITPACK:FRENCHUS																										
LITERATURE PACK	MANUALS	E216	G237	E216G23711		E216G23711          	ERP20-32ALF / ERP40-65DH	LIT PACK : ENGLISH NON US	EUR	0	LIT PACK : ENGLISH NON US	 LITPACK:ENGLISHNONUS																										
LITERATURE PACK	MANUALS	E216	G237	E216G23712		E216G23712          	ERP20-32ALF / ERP40-65DH	LIT PACK : DANISH	EUR	0	LIT PACK : DANISH	 LITPACK:DANISH																										
LITERATURE PACK	MANUALS	E216	G237	E216G23713		E216G23713          	ERP20-32ALF / ERP40-65DH	LIT PACK : DUTCH	EUR	0	LIT PACK : DUTCH	 LITPACK:DUTCH																										
LITERATURE PACK	MANUALS	E216	G237	E216G23714		E216G23714          	ERP20-32ALF / ERP40-65DH	LIT PACK : FINNISH	EUR	0	LIT PACK : FINNISH	 LITPACK:FINNISH																										
LITERATURE PACK	MANUALS	E216	G237	E216G23715		E216G23715          	ERP20-32ALF / ERP40-65DH	LIT PACK : FRENCH	EUR	0	LIT PACK : FRENCH	 LITPACK:FRENCH																										
LITERATURE PACK	MANUALS	E216	G237	E216G23716		E216G23716          	ERP20-32ALF / ERP40-65DH	LIT PACK : GERMAN	EUR	0	LIT PACK : GERMAN	 LITPACK:GERMAN																										
LITERATURE PACK	MANUALS	E216	G237	E216G23717		E216G23717          	ERP20-32ALF / ERP40-65DH	LIT PACK : ITALIAN	EUR	0	LIT PACK : ITALIAN	 LITPACK:ITALIAN																										
LITERATURE PACK	MANUALS	E216	G237	E216G23718		E216G23718          	ERP20-32ALF / ERP40-65DH	LIT PACK : NOWEGIAN	EUR	0	LIT PACK : NOWEGIAN	 LITPACK:NOWEGIAN																										
LITERATURE PACK	MANUALS	E216	G237	E216G23719		E216G23719          	ERP20-32ALF / ERP40-65DH	LIT PACK : PORTUGUESE	EUR	0	LIT PACK : PORTUGUESE	 LITPACK:PORTUGUESE																										
LITERATURE PACK	MANUALS	E216	G237	E216G23720		E216G23720          	ERP20-32ALF / ERP40-65DH	LIT PACK : SPANISH	EUR	0	LIT PACK : SPANISH	 LITPACK:SPANISH																										
LITERATURE PACK	MANUALS	E216	G237	E216G23721		E216G23721          	ERP20-32ALF / ERP40-65DH	LIT PACK : SWEDISH	EUR	0	LIT PACK : SWEDISH	 LITPACK:SWEDISH																										
LITERATURE PACK	MANUALS	E216	G237	E216G23722		E216G23722          	ERP20-32ALF / ERP40-65DH	LIT PACK : ICELANDIC	EUR	0	LIT PACK : ICELANDIC	 LITPACK:ICELANDIC																										
LITERATURE PACK	MANUALS	E216	G237	E216G23723		E216G23723          	ERP20-32ALF / ERP40-65DH	LIT PACK : CZECH	EUR	0	LIT PACK : CZECH	 LITPACK:CZECH																										
LITERATURE PACK	MANUALS	E216	G237	E216G23724		E216G23724          	ERP20-32ALF / ERP40-65DH	LIT PACK : POLISH	EUR	0	LIT PACK : POLISH	 LITPACK:POLISH																										
LITERATURE PACK	MANUALS	E216	G237	E216G23725		E216G23725          	ERP20-32ALF / ERP40-65DH	LIT PACK : RUSSIAN	EUR	0	LIT PACK : RUSSIAN	 LITPACK:RUSSIAN																										
LITERATURE PACK	MANUALS	E216	G237	E216G23726		E216G23726          	ERP20-32ALF / ERP40-65DH	LIT PACK : GREEK	EUR	0	LIT PACK : GREEK	 LITPACK:GREEK																										
LITERATURE PACK	MANUALS	E216	G237	E216G23727		E216G23727          	ERP20-32ALF / ERP40-65DH	LIT PACK : HUNGARIAN	EUR	0	LIT PACK : HUNGARIAN	 LITPACK:HUNGARIAN																										
LITERATURE PACK	MANUALS	E216	G237	E216G23728		E216G23728          	ERP20-32ALF / ERP40-65DH	LIT PACK : SLOVAKIAN	EUR	0	LIT PACK : SLOVAKIAN	 LITPACK:SLOVAKIAN																										
LITERATURE PACK	MANUALS	E216	G237	E216G23729		E216G23729          	ERP20-32ALF / ERP40-65DH	LIT PACK : ROMANIAN	EUR	0	LIT PACK : ROMANIAN	 LITPACK:ROMANIAN																										
LITERATURE PACK	MANUALS	E216	G237	E216G23730		E216G23730          	ERP20-32ALF / ERP40-65DH	LIT PACK : SLOVENIAN	EUR	0	LIT PACK : SLOVENIAN	 LITPACK:SLOVENIAN																										
LITERATURE PACK	MANUALS	E216	G237	E216G23731		E216G23731          	ERP20-32ALF / ERP40-65DH	LIT PACK : CROATION	EUR	0	LIT PACK : CROATION	 LITPACK:CROATION																										
LITERATURE PACK	MANUALS	E216	G237	E216G23735		E216G23735          	ERP20-32ALF / ERP40-65DH	LIT PACK : TURKISH	EUR	0	LIT PACK : TURKISH	 LITPACK:TURKISH																										
LITERATURE PACK	MANUALS	E216	G237	E216G23799		E216G23799          	ERP20-32ALF / ERP40-65DH	LIT PACK : STOCK	EUR	0	LIT PACK : STOCK	 LITPACK:STOCK																										
BATTERY	BATTERY	E216	G249	E216G24901		E216G24901          	ERP20-32ALF / ERP40-65DH	BATT - 72V 620AH WC SBE (ERP20-25ALF)	EUR	6095	BATT - 72V 620AH WC SBE (ERP20-25ALF)	 BATT72V620AHWCSBE(ERP2025ALF)	N	N	620 Ah		C		SBE	72 Volts																		
BATTERY	BATTERY	E216	G249	E216G24902		E216G24902          	ERP20-32ALF / ERP40-65DH	BATT - 80V 500AH WC SBE (ERP20-25ALF)	EUR	5870	BATT - 80V 500AH WC SBE (ERP20-25ALF)	 BATT80V500AHWCSBE(ERP2025ALF)	N	N	500 Ah		C		SBE	80 Volts																		
BATTERY	BATTERY	E216	G249	E216G24903		E216G24903          	ERP20-32ALF / ERP40-65DH	BATT - 80V 620AH WC SBE (ERP20-25ALF)	EUR	6765	BATT - 80V 620AH WC SBE (ERP20-25ALF)	 BATT80V620AHWCSBE(ERP2025ALF)	N	N	620 Ah		C		SBE	80 Volts																		
BATTERY	BATTERY	E216	G249	E216G24904		E216G24904          	ERP20-32ALF / ERP40-65DH	BATT - 72V 620AH WC DIN (ERP20-25ALF)	EUR	6095	BATT - 72V 620AH WC DIN (ERP20-25ALF)	 BATT72V620AHWCDIN(ERP2025ALF)	N	N	620 Ah		C		DIN	72 Volts																		
BATTERY	BATTERY	E216	G249	E216G24905		E216G24905          	ERP20-32ALF / ERP40-65DH	BATT - 80V 500AH WC DIN (ERP20-25ALF)	EUR	5870	BATT - 80V 500AH WC DIN (ERP20-25ALF)	 BATT80V500AHWCDIN(ERP2025ALF)	N	N	500 Ah		C		DIN	80 Volts																		
BATTERY	BATTERY	E216	G249	E216G24906		E216G24906          	ERP20-32ALF / ERP40-65DH	BATT - 80V 620AH WC DIN (ERP20-25ALF)	EUR	6765	BATT - 80V 620AH WC DIN (ERP20-25ALF)	 BATT80V620AHWCDIN(ERP2025ALF)	N	N	620 Ah		C		DIN	80 Volts																		
BATTERY	BATTERY	E216	G249	E216G24907		E216G24907          	ERP20-32ALF / ERP40-65DH	BATT - 72V 620AH WC SBE (ERP25-32ALF)	EUR	6095	BATT - 72V 620AH WC SBE (ERP25-32ALF)	 BATT72V620AHWCSBE(ERP2532ALF)	N	N	620 Ah		C		SBE	72 Volts																		
BATTERY	BATTERY	E216	G249	E216G24908		E216G24908          	ERP20-32ALF / ERP40-65DH	BATT - 72V 775AH WC SBE (ERP25-32ALF)	EUR	7385	BATT - 72V 775AH WC SBE (ERP25-32ALF)	 BATT72V775AHWCSBE(ERP2532ALF)	N	N	775 Ah		C		SBE	72 Volts																		
BATTERY	BATTERY	E216	G249	E216G24909		E216G24909          	ERP20-32ALF / ERP40-65DH	BATT - 80V 500AH WC SBE (ERP25-32ALF)	EUR	5870	BATT - 80V 500AH WC SBE (ERP25-32ALF)	 BATT80V500AHWCSBE(ERP2532ALF)	N	N	500 Ah		C		SBE	80 Volts																		
BATTERY	BATTERY	E216	G249	E216G24910		E216G24910          	ERP20-32ALF / ERP40-65DH	BATT - 80V 620AH WC SBE (ERP25-32ALF)	EUR	6765	BATT - 80V 620AH WC SBE (ERP25-32ALF)	 BATT80V620AHWCSBE(ERP2532ALF)	N	N	620 Ah		C		SBE	80 Volts																		
BATTERY	BATTERY	E216	G249	E216G24911		E216G24911          	ERP20-32ALF / ERP40-65DH	BATT - 80V 775AH WC SBE (ERP25-32ALF)	EUR	8215	BATT - 80V 775AH WC SBE (ERP25-32ALF)	 BATT80V775AHWCSBE(ERP2532ALF)	N	N	775 Ah		C		SBE	80 Volts																		
BATTERY	BATTERY	E216	G249	E216G24912		E216G24912          	ERP20-32ALF / ERP40-65DH	BATT - 72V 620AH WC DIN (ERP25-32ALF)	EUR	6095	BATT - 72V 620AH WC DIN (ERP25-32ALF)	 BATT72V620AHWCDIN(ERP2532ALF)	N	N	620 Ah		C		DIN	72 Volts																		
BATTERY	BATTERY	E216	G249	E216G24913		E216G24913          	ERP20-32ALF / ERP40-65DH	BATT - 72V 775AH WC DIN (ERP25-32ALF)	EUR	7385	BATT - 72V 775AH WC DIN (ERP25-32ALF)	 BATT72V775AHWCDIN(ERP2532ALF)	N	N	775 Ah		C		DIN	72 Volts																		
BATTERY	BATTERY	E216	G249	E216G24914		E216G24914          	ERP20-32ALF / ERP40-65DH	BATT - 80V 500AH WC DIN (ERP25-32ALF)	EUR	5870	BATT - 80V 500AH WC DIN (ERP25-32ALF)	 BATT80V500AHWCDIN(ERP2532ALF)	N	N	500 Ah		C		DIN	80 Volts																		
BATTERY	BATTERY	E216	G249	E216G24915		E216G24915          	ERP20-32ALF / ERP40-65DH	BATT - 80V 620AH WC DIN (ERP25-32ALF)	EUR	6765	BATT - 80V 620AH WC DIN (ERP25-32ALF)	 BATT80V620AHWCDIN(ERP2532ALF)	N	N	620 Ah		C		DIN	80 Volts																		
BATTERY	BATTERY	E216	G249	E216G24916		E216G24916          	ERP20-32ALF / ERP40-65DH	BATT - 80V 775AH WC DIN (ERP25-32ALF)	EUR	8215	BATT - 80V 775AH WC DIN (ERP25-32ALF)	 BATT80V775AHWCDIN(ERP2532ALF)	N	N	775 Ah		C		DIN	80 Volts																		
BATTERY	BATTERY	E216	G249	E216G24999		E216G24999          	ERP20-32ALF / ERP40-65DH	LESS BATTERY	EUR	0	LESS BATTERY	 LESSBATTERY	N	N																								
BATTERY STANDS	BATTERY	E216	G252	E216G25201		E216G25201          	ERP20-32ALF / ERP40-65DH	BATTERY STANDARD	EUR	0	BATTERY STANDARD	 BATTERYSTANDARD	N	N																								
BATTERY STANDS	BATTERY	E216	G252	E216G25202		E216G25202          	ERP20-32ALF / ERP40-65DH	BATTERY WITH AQUAMATIC	EUR	510	BATTERY WITH AQUAMATIC	 BATTERYWITHAQUAMATIC	N	N																							Aquamatic	
BATTERY STANDS	BATTERY	E216	G252	E216G25203		E216G25203          	ERP20-32ALF / ERP40-65DH	BATTERY WITH AIR MIX	EUR	510	BATTERY WITH AIR MIX	 BATTERYWITHAIRMIX	N	N																							Air Mix	
BATTERY STANDS	BATTERY	E216	G252	E216G25204		E216G25204          	ERP20-32ALF / ERP40-65DH	BATTERY WITH AQUAMATIC & AIR MIX	EUR	1025	BATTERY WITH AQUAMATIC & AIR MIX	 BATTERYWITHAQUAMATIC&AIRMIX	N	N																							Aquamatic, Air Mix	
BATTERY PULLER	BATTERY	E216	G255	E216G25502		E216G25502          	ERP20-32ALF / ERP40-65DH	AQUAMATIC FILLING TROLLEY (EUR)	EUR	1115	AQUAMATIC FILLING TROLLEY (EUR)	 AQUAMATICFILLINGTROLLEY(EUR)	N	N																							Aquamatic	
BATTERY CHARGER	BATTERY	E216	G258	E216G25801		E216G25801          	ERP20-32ALF / ERP40-65DH	CHARGER - 50HZ 1PH 72/90 8HR	EUR	1745	CHARGER - 50HZ 1PH 72/90 8HR	 CHARGER50HZ1PH72/908HR	N	N		50 Hz				72 Volts	8 Hours			1 Phases														
BATTERY CHARGER	BATTERY	E216	G258	E216G25802		E216G25802          	ERP20-32ALF / ERP40-65DH	CHARGER - 50HZ 1PH 72/125 8HR	EUR	2060	CHARGER - 50HZ 1PH 72/125 8HR	 CHARGER50HZ1PH72/1258HR	N	N		50 Hz				72 Volts	8 Hours			1 Phases														
BATTERY CHARGER	BATTERY	E216	G258	E216G25803		E216G25803          	ERP20-32ALF / ERP40-65DH	CHARGER - 50HZ 1PH 80/90 8HR	EUR	1745	CHARGER - 50HZ 1PH 80/90 8HR	 CHARGER50HZ1PH80/908HR	N	N		50 Hz				80 Volts	8 Hours			1 Phases														
BATTERY CHARGER	BATTERY	E216	G258	E216G25804		E216G25804          	ERP20-32ALF / ERP40-65DH	CHARGER - 50HZ 1PH 80/80 8HR	EUR	1545	CHARGER - 50HZ 1PH 80/80 8HR	 CHARGER50HZ1PH80/808HR	N	N		50 Hz				80 Volts	8 Hours			1 Phases														
BATTERY CHARGER	BATTERY	E216	G258	E216G25806		E216G25806          	ERP20-32ALF / ERP40-65DH	CHARGER - 50HZ 1PH 80/125 8HR	EUR	2060	CHARGER - 50HZ 1PH 80/125 8HR	 CHARGER50HZ1PH80/1258HR	N	N		50 Hz				80 Volts	8 Hours			1 Phases														
BATTERY CHARGER	BATTERY	E216	G258	E216G25807		E216G25807          	ERP20-32ALF / ERP40-65DH	CHARGER - 50HZ 1PH 72/80 12HR	EUR	1305	CHARGER - 50HZ 1PH 72/80 12HR	 CHARGER50HZ1PH72/8012HR	N	N		50 Hz				72 Volts	12 Hours			1 Phases														
BATTERY CHARGER	BATTERY	E216	G258	E216G25808		E216G25808          	ERP20-32ALF / ERP40-65DH	CHARGER - 50HZ 1PH 72/90 12HR	EUR	1475	CHARGER - 50HZ 1PH 72/90 12HR	 CHARGER50HZ1PH72/9012HR	N	N		50 Hz				72 Volts	12 Hours			1 Phases														
BATTERY CHARGER	BATTERY	E216	G258	E216G25809		E216G25809          	ERP20-32ALF / ERP40-65DH	CHARGER - 50HZ 1PH 80/60 12HR	EUR	1170	CHARGER - 50HZ 1PH 80/60 12HR	 CHARGER50HZ1PH80/6012HR	N	N		50 Hz				80 Volts	12 Hours			1 Phases														
BATTERY CHARGER	BATTERY	E216	G258	E216G25810		E216G25810          	ERP20-32ALF / ERP40-65DH	CHARGER - 50HZ 1PH 80/80 12HR	EUR	1305	CHARGER - 50HZ 1PH 80/80 12HR	 CHARGER50HZ1PH80/8012HR	N	N		50 Hz				80 Volts	12 Hours			1 Phases														
BATTERY CHARGER	BATTERY	E216	G258	E216G25811		E216G25811          	ERP20-32ALF / ERP40-65DH	CHARGER - 50HZ 1PH 80/90 12HR	EUR	1475	CHARGER - 50HZ 1PH 80/90 12HR	 CHARGER50HZ1PH80/9012HR	N	N		50 Hz				80 Volts	12 Hours			1 Phases														
BATTERY CHARGER	BATTERY	E216	G258	E216G25812		E216G25812          	ERP20-32ALF / ERP40-65DH	CHARGER - 50HZ 3PH 72/90 8HR	EUR	1750	CHARGER - 50HZ 3PH 72/90 8HR	 CHARGER50HZ3PH72/908HR	N	N		50 Hz				72 Volts	8 Hours			3 Phases														
BATTERY CHARGER	BATTERY	E216	G258	E216G25813		E216G25813          	ERP20-32ALF / ERP40-65DH	CHARGER - 50HZ 3PH 72/125 8HR	EUR	2015	CHARGER - 50HZ 3PH 72/125 8HR	 CHARGER50HZ3PH72/1258HR	N	N		50 Hz				72 Volts	8 Hours			3 Phases														
BATTERY CHARGER	BATTERY	E216	G258	E216G25814		E216G25814          	ERP20-32ALF / ERP40-65DH	CHARGER - 50HZ 3PH 80/80 8HR	EUR	1670	CHARGER - 50HZ 3PH 80/80 8HR	 CHARGER50HZ3PH80/808HR	N	N		50 Hz				80 Volts	8 Hours			3 Phases														
