group_desc	supergroup1	series_code	group_code	primary_option_code	secondary_option_code	id	series_desc	option_desc	currency	price	standard_option_desc	compacted_option_desc	obsolete	compulsory	BAM	BHZ	BLT	BRK	BST	BVT	CHR	CHT	CLA	CPH	ELT	EMK	FCL	FTN	FTP	HYD	LEV	LTY	MHT	MLT	STG	VWY	AQU	BCH
BATTERY CHARGER	BATTERY	A863	G258	A863G25803		A863G25803          	MO6,MO10	CHARGER 50HZ-3 PHASE-24/120-8HR HAWKER	EUR	1095	CHARGER 50HZ-3 PHASE-24/120-8HR HAWKER	 CHARGER50HZ3PHASE24/1208HRHAWKER	N	N		50 Hz				24 Volts	8 Hours			3 Phases													Hawker	
BATTERY CHARGER	BATTERY	A863	G258	A863G25804		A863G25804          	MO6,MO10	CHARGER 50HZ-1 PHASE-24/80-12HR HAWKER	EUR	700	CHARGER 50HZ-1 PHASE-24/80-12HR HAWKER	 CHARGER50HZ1PHASE24/8012HRHAWKER	N	N		50 Hz				24 Volts	12 Hours			1 Phases													Hawker	
BATTERY CHARGER	BATTERY	A863	G258	A863G25805		A863G25805          	MO6,MO10	CHARGER 50HZ-3 PHASE-24/80-12HR HAWKER	EUR	735	CHARGER 50HZ-3 PHASE-24/80-12HR HAWKER	 CHARGER50HZ3PHASE24/8012HRHAWKER	N	N		50 Hz				24 Volts	12 Hours			3 Phases													Hawker	
BATTERY CHARGER	BATTERY	A863	G258	A863G25806		A863G25806          	MO6,MO10	CHARGER 50HZ-3 PHASE-24/90-12HR HAWKER	EUR	750	CHARGER 50HZ-3 PHASE-24/90-12HR HAWKER	 CHARGER50HZ3PHASE24/9012HRHAWKER	N	N		50 Hz				24 Volts	12 Hours			3 Phases													Hawker	
BATTERY CHARGER	BATTERY	A863	G258	A863G25807		A863G25807          	MO6,MO10	CHARGER 1 PHASE-HF-SMT 24/70-12HR HAWKER	EUR	1100	CHARGER 1 PHASE-HF-SMT 24/70-12HR HAWKER	 CHARGER1PHASEHFSMT24/7012HRHAWKER	N	N						24 Volts	12 Hours			1 Phases													Hawker	
BATTERY CHARGER	BATTERY	A863	G258	A863G25899		A863G25899          	MO6,MO10	LESS CHARGER	EUR	0	LESS CHARGER	 LESSCHARGER	N	N																								
MODEL	MODEL	A865	000	A865000001		A865000001          	MO10S	MODEL : MO10S	EUR	31470	MO10S	 MODEL:MO10S																										
WIRE GUIDANCE FITTED	DRIVE	A865	030	A865030001		A865030001          	MO10S	WIRE GUIDANCE TRUCK FITTED- 5.2KHZ 35 MA	EUR	10020	WIRE GUIDANCE TRUCK FITTED- 5.2KHZ 35 MA	 WIREGUIDANCETRUCKFITTED52KHZ35MA																										
WIRE GUIDANCE FITTED	DRIVE	A865	030	A865030002		A865030002          	MO10S	WIRE GUIDANCE TRUCK FITTED- 6.25KHZ 78MA	EUR	10020	WIRE GUIDANCE TRUCK FITTED- 6.25KHZ 78MA	 WIREGUIDANCETRUCKFITTED625KHZ78MA																										
TRANS & DIRECTIONAL CTRL	ENGINE	A865	100	A865100001		A865100001          	MO10S	LOAD SIDE SECOND STEERING WHEEL	EUR	995	LOAD SIDE SECOND STEERING WHEEL	 LOADSIDESECONDSTEERINGWHEEL	N	N																								
TRANS & DIRECTIONAL CTRL	ENGINE	A865	100	A865100002		A865100002          	MO10S	LOAD SIDE CONTROLS ONLY	EUR	2000	LOAD SIDE CONTROLS ONLY	 LOADSIDECONTROLSONLY	N	N																								
SPEED CONTROL	DRIVE	A865	103	A865103001		A865103001          	MO10S	END OF AISLE SLOW DOWN	EUR	1410	END OF AISLE SLOW DOWN	 ENDOFAISLESLOWDOWN																										
SPEED CONTROL	DRIVE	A865	103	A865103002		A865103002          	MO10S	END OF AISLE SLOW DOWN TO STOP	EUR	1880	END OF AISLE SLOW DOWN TO STOP	 ENDOFAISLESLOWDOWNTOSTOP																										
SPEED CONTROL	DRIVE	A865	103	A865103003		A865103003          	MO10S	AUTOMATIC STOP	EUR	1410	AUTOMATIC STOP	 AUTOMATICSTOP																										
CAB	CAB	A865	140	A865140001		A865140001          	MO10S	CABIN FAN KIT	EUR	295	CABIN FAN KIT	 CABINFANKIT	N	N																								
CAB	CAB	A865	140	A865140002		A865140002          	MO10S	2 REAR CABIN VIEW MIRRORS	EUR	735	2 REAR CABIN VIEW MIRRORS	 2REARCABINVIEWMIRRORS	N	N																								
CAB	CAB	A865	140	A865140101		A865140101          	MO10S	CABIN WIDTH 1140MM FOR 2 STAGE MAST	EUR	0	CABIN WIDTH 1140MM FOR 2 STAGE MAST	 CABINWIDTH1140MMFOR2STAGEMAST	N	N																								
CAB	CAB	A865	140	A865140102		A865140102          	MO10S	CABIN WIDTH 1240MM FOR 2 STAGE MAST	EUR	0	CABIN WIDTH 1240MM FOR 2 STAGE MAST	 CABINWIDTH1240MMFOR2STAGEMAST	N	N																								
CAB	CAB	A865	140	A865140103		A865140103          	MO10S	CABIN WIDTH 1340MM FOR 2 STAGE MAST	EUR	0	CABIN WIDTH 1340MM FOR 2 STAGE MAST	 CABINWIDTH1340MMFOR2STAGEMAST	N	N																								
CAB	CAB	A865	140	A865140104		A865140104          	MO10S	CABIN WIDTH 1440MM FOR 2 STAGE MAST	EUR	0	CABIN WIDTH 1440MM FOR 2 STAGE MAST	 CABINWIDTH1440MMFOR2STAGEMAST	N	N																								
CAB	CAB	A865	140	A865140201		A865140201          	MO10S	CABIN WIDTH 1140MM FOR 3 STAGE MAST	EUR	0	CABIN WIDTH 1140MM FOR 3 STAGE MAST	 CABINWIDTH1140MMFOR3STAGEMAST	N	N																								
CAB	CAB	A865	140	A865140202		A865140202          	MO10S	CABIN WIDTH 1240MM FOR 3 STAGE MAST	EUR	0	CABIN WIDTH 1240MM FOR 3 STAGE MAST	 CABINWIDTH1240MMFOR3STAGEMAST	N	N																								
CAB	CAB	A865	140	A865140203		A865140203          	MO10S	CABIN WIDTH 1340MM FOR 3 STAGE MAST	EUR	0	CABIN WIDTH 1340MM FOR 3 STAGE MAST	 CABINWIDTH1340MMFOR3STAGEMAST	N	N																								
CAB	CAB	A865	140	A865140204		A865140204          	MO10S	CABIN WIDTH 1440MM FOR 3 STAGE MAST	EUR	0	CABIN WIDTH 1440MM FOR 3 STAGE MAST	 CABINWIDTH1440MMFOR3STAGEMAST	N	N																								
FRAME	FRAME	A865	220	A865220001		A865220001          	MO10S	CHASSIS WIDTH 1190 MM FOR 2 STAGE MAST	EUR	0	CHASSIS WIDTH 1190 MM FOR 2 STAGE MAST	 CHASSISWIDTH1190MMFOR2STAGEMAST																										
FRAME	FRAME	A865	220	A865220002		A865220002          	MO10S	CHASSIS WIDTH 1190 MM FOR 3 STAGE MAST	EUR	0	CHASSIS WIDTH 1190 MM FOR 3 STAGE MAST	 CHASSISWIDTH1190MMFOR3STAGEMAST																										
MASTS	MAST	A865	420	A865420001		A865420001          	MO10S	2 STAGE 3700MM MAST (CABIN FLOOR HEIGHT)	EUR	10495	2 STAGE 3700MM MAST (CABIN FLOOR HEIGHT)	 2STAGE3700MMMAST(CABINFLOORHEIGHT)	N	N																			3700 MM		2 Stages			
MASTS	MAST	A865	420	A865420002		A865420002          	MO10S	2 STAGE 4500MM MAST (CABIN FLOOR HEIGHT)	EUR	11725	2 STAGE 4500MM MAST (CABIN FLOOR HEIGHT)	 2STAGE4500MMMAST(CABINFLOORHEIGHT)	N	N																			4500 MM		2 Stages			
MASTS	MAST	A865	420	A865420003		A865420003          	MO10S	2 STAGE 5000MM MAST (CABIN FLOOR HEIGHT)	EUR	12450	2 STAGE 5000MM MAST (CABIN FLOOR HEIGHT)	 2STAGE5000MMMAST(CABINFLOORHEIGHT)	N	N																			5000 MM		2 Stages			
MASTS	MAST	A865	420	A865420004		A865420004          	MO10S	2 STAGE 5500MM MAST (CABIN FLOOR HEIGHT)	EUR	13075	2 STAGE 5500MM MAST (CABIN FLOOR HEIGHT)	 2STAGE5500MMMAST(CABINFLOORHEIGHT)	N	N																			5500 MM		2 Stages			
MASTS	MAST	A865	420	A865420005		A865420005          	MO10S	2 STAGE 6000MM MAST (CABIB FLOOR HEIGHT)	EUR	13905	2 STAGE 6000MM MAST (CABIB FLOOR HEIGHT)	 2STAGE6000MMMAST(CABIBFLOORHEIGHT)	N	N																			6000 MM		2 Stages			
MASTS	MAST	A865	420	A865420006		A865420006          	MO10S	2 STAGE 6500MM MAST (CABIN FLOOR HEIGHT)	EUR	14620	2 STAGE 6500MM MAST (CABIN FLOOR HEIGHT)	 2STAGE6500MMMAST(CABINFLOORHEIGHT)	N	N																			6500 MM		2 Stages			
MASTS	MAST	A865	420	A865420007		A865420007          	MO10S	2 STAGE 7000MM MAST (CABIN FLOOR HEIGHT)	EUR	15585	2 STAGE 7000MM MAST (CABIN FLOOR HEIGHT)	 2STAGE7000MMMAST(CABINFLOORHEIGHT)	N	N																			7000 MM		2 Stages			
MASTS	MAST	A865	420	A865420008		A865420008          	MO10S	2 STAGE 7500MM MAST (CABIN FLOOR HEIGHT)	EUR	16355	2 STAGE 7500MM MAST (CABIN FLOOR HEIGHT)	 2STAGE7500MMMAST(CABINFLOORHEIGHT)	N	N																			7500 MM		2 Stages			
MASTS	MAST	A865	420	A865420101		A865420101          	MO10S	3 STAGE 6000MM MAST (CABIB FLOOR HEIGHT)	EUR	16535	3 STAGE 6000MM MAST (CABIB FLOOR HEIGHT)	 3STAGE6000MMMAST(CABIBFLOORHEIGHT)	N	N																			6000 MM		3 Stages			
MASTS	MAST	A865	420	A865420102		A865420102          	MO10S	3 STAGE 6500MM MAST (CABIN FLOOR HEIGHT)	EUR	17270	3 STAGE 6500MM MAST (CABIN FLOOR HEIGHT)	 3STAGE6500MMMAST(CABINFLOORHEIGHT)	N	N																			6500 MM		3 Stages			
MASTS	MAST	A865	420	A865420103		A865420103          	MO10S	3 STAGE 7000MM MAST (CABIN FLOOR HEIGHT)	EUR	18235	3 STAGE 7000MM MAST (CABIN FLOOR HEIGHT)	 3STAGE7000MMMAST(CABINFLOORHEIGHT)	N	N																			7000 MM		3 Stages			
LIFT INTERRUPT/ANTI-SLACK	MAST	A865	425	A865425001		A865425001          	MO10S	LIFT INTERRUPT MOUNTED ON OVERHEAD GUARD	EUR	910	LIFT INTERRUPT MOUNTED ON OVERHEAD GUARD	 LIFTINTERRUPTMOUNTEDONOVERHEADGUARD	N	N																								
LIFT INTERRUPT/ANTI-SLACK	MAST	A865	425	A865425002		A865425002          	MO10S	LIFT INTERRUPT WITH OVERRIDE	EUR	165	LIFT INTERRUPT WITH OVERRIDE	 LIFTINTERRUPTWITHOVERRIDE	N	N																								
FORKS	MAST	A865	600	A865600001		A865600001          	MO10S	FORKS  800 X 100 X 35 MM	EUR	180	FORKS  800 X 100 X 35 MM	 FORKS800X100X35MM	N	N																								
FORKS	MAST	A865	600	A865600002		A865600002          	MO10S	FORKS 1000 X 100 X 35 MM	EUR	180	FORKS 1000 X 100 X 35 MM	 FORKS1000X100X35MM	N	N																								
FORKS	MAST	A865	600	A865600003		A865600003          	MO10S	FORKS 1200 X 100 X 35 MM	EUR	0	FORKS 1200 X 100 X 35 MM	 FORKS1200X100X35MM	N	N																								
FORKS	MAST	A865	600	A865600099		A865600099          	MO10S	LESS FORKS	EUR	0	LESS FORKS	 LESSFORKS	N	N																								
OPTIONAL LIGHTS	LIGHTS	A865	710	A865710001		A865710001          	MO10S	2 WORK LIGHTS WITH DOME LIGHT	EUR	365	2 WORK LIGHTS WITH DOME LIGHT	 2WORKLIGHTSWITHDOMELIGHT																										
TRUCK LITERATURE PACKAGE	MANUALS	A865	740	A865740001		A865740001          	MO10S	LITERATURE PACKAGE : ENGLISH	EUR	0	LITERATURE PACKAGE : ENGLISH	 LITERATUREPACKAGE:ENGLISH																										
TRUCK LITERATURE PACKAGE	MANUALS	A865	740	A865740002		A865740002          	MO10S	LITERATURE PACKAGE : ITALIAN	EUR	0	LITERATURE PACKAGE : ITALIAN	 LITERATUREPACKAGE:ITALIAN																										
TRUCK LITERATURE PACKAGE	MANUALS	A865	740	A865740003		A865740003          	MO10S	LITERATURE PACKAGE : GERMAN	EUR	0	LITERATURE PACKAGE : GERMAN	 LITERATUREPACKAGE:GERMAN																										
TRUCK LITERATURE PACKAGE	MANUALS	A865	740	A865740004		A865740004          	MO10S	LITERATURE PACKAGE : FRENCH	EUR	0	LITERATURE PACKAGE : FRENCH	 LITERATUREPACKAGE:FRENCH																										
TRUCK LITERATURE PACKAGE	MANUALS	A865	740	A865740005		A865740005          	MO10S	LITERATURE PACKAGE : SPANISH	EUR	0	LITERATURE PACKAGE : SPANISH	 LITERATUREPACKAGE:SPANISH																										
TRUCK LITERATURE PACKAGE	MANUALS	A865	740	A865740006		A865740006          	MO10S	LITERATURE PACKAGE : DUTCH	EUR	0	LITERATURE PACKAGE : DUTCH	 LITERATUREPACKAGE:DUTCH																										
BATTERY	BATTERY	A865	760	A865760099		A865760099          	MO10S	LESS BATTERY	EUR	0	LESS BATTERY	 LESSBATTERY	N	N																								
BATTERY TYPE	BATTERY	A865	761	A865761002		A865761002          	MO10S	AQUAMATIC TYPE BATTERY	EUR	325	AQUAMATIC TYPE BATTERY	 AQUAMATICTYPEBATTERY	N	N																							Aquamatic	
BATTERY TYPE	BATTERY	A865	761	A865761003		A865761003          	MO10S	AIR MIX TYPE BATTERY	EUR	325	AIR MIX TYPE BATTERY	 AIRMIXTYPEBATTERY	N	N																							Air Mix	
CHARGER	BATTERY	A865	780	A865780099		A865780099          	MO10S	LESS CHARGER	EUR	0	LESS CHARGER	 LESSCHARGER	N	N																								
CHARGER TYPE	BATTERY	A865	782	A865782001		A865782001          	MO10S	AIR PUMP FOR CHARGER-FOR BATT.W/AIRMIX	EUR	630	AIR PUMP FOR CHARGER-FOR BATT.W/AIRMIX	 AIRPUMPFORCHARGERFORBATTW/AIRMIX	N	N																							Air Mix	
WARRANTY	INSPECTION/DOCS	A865	865	A865865001		A865865001          	MO10S	12 MONTHS/1000 HOURS STANDARD WARRANTY	EUR	0	12 MONTHS/1000 HOURS STANDARD WARRANTY	 12MONTHS/1000HOURSSTANDARDWARRANTY																										
TRD SURCHARGE	INSPECTION/DOCS	A865	867	A865867000		A865867000          	MO10S	TECHNICAL PUBLICATIONS SURCHARGE	EUR	15	TECHNICAL PUBLICATIONS SURCHARGE	 TECHNICALPUBLICATIONSSURCHARGE																										
MISCELLANEOUS OPTIONS	OTHER	A865	880	A865880001		A865880001          	MO10S	GUIDE ROLLERS: 40MM RAILS/1265MM AISLE	EUR	1075	GUIDE ROLLERS: 40MM RAILS/1265MM AISLE	 GUIDEROLLERS:40MMRAILS/1265MMAISLE																										
MISCELLANEOUS OPTIONS	OTHER	A865	880	A865880002		A865880002          	MO10S	GUIDE ROLLERS: 40MM RAILS/1320MM AISLE	EUR	1075	GUIDE ROLLERS: 40MM RAILS/1320MM AISLE	 GUIDEROLLERS:40MMRAILS/1320MMAISLE																										
MISCELLANEOUS OPTIONS	OTHER	A865	880	A865880003		A865880003          	MO10S	GUIDE ROLLERS: 40MM RAILS/1520MM AISLE	EUR	1075	GUIDE ROLLERS: 40MM RAILS/1520MM AISLE	 GUIDEROLLERS:40MMRAILS/1520MMAISLE																										
MISCELLANEOUS OPTIONS	OTHER	A865	880	A865880004		A865880004          	MO10S	SINGLE ROLLER BATTERY CHANGE TROLLEY	EUR	1040	SINGLE ROLLER BATTERY CHANGE TROLLEY	 SINGLEROLLERBATTERYCHANGETROLLEY																										
MISCELLANEOUS OPTIONS	OTHER	A865	880	A865880005		A865880005          	MO10S	FLOOR MAGNET KIT (2 MAGNETS)	EUR	110	FLOOR MAGNET KIT (2 MAGNETS)	 FLOORMAGNETKIT(2MAGNETS)																										
MISCELLANEOUS OPTIONS	OTHER	A865	880	A865880006		A865880006          	MO10S	A4 CLIP BOARD	EUR	295	A4 CLIP BOARD	 A4CLIPBOARD																										
MISCELLANEOUS OPTIONS	OTHER	A865	880	A865880007		A865880007          	MO10S	FREQUENCY GENERATOR(5.2 KH AT 35MA RMS)	EUR	2740	FREQUENCY GENERATOR(5.2 KH AT 35MA RMS)	 FREQUENCYGENERATOR(52KHAT35MARMS)																										
MISCELLANEOUS OPTIONS	OTHER	A865	880	A865880008		A865880008          	MO10S	FREQUENCY GENERATOR(6.25 KH AT 78MA RMS)	EUR	2740	FREQUENCY GENERATOR(6.25 KH AT 78MA RMS)	 FREQUENCYGENERATOR(625KHAT78MARMS)																										
BATTERY	BATTERY	A865	G249	A865G24901		A865G24901          	MO10S	BATTERY 48V 420AH 1015X335X760H HAWKWER	EUR	3415	BATTERY 48V 420AH 1015X335X760H HAWKWER	 BATTERY48V420AH1015X335X760HHAWKWER	N	N	420 Ah					48 Volts																		1015 MM
BATTERY	BATTERY	A865	G249	A865G24999		A865G24999          	MO10S	LESS BATTERY	EUR	0	LESS BATTERY	 LESSBATTERY	N	N																								
BATTERY CHARGER	BATTERY	A865	G258	A865G25801		A865G25801          	MO10S	CHARGER 50HZ-1 PHASE-48/80-8HR HAWKER	EUR	1185	CHARGER 50HZ-1 PHASE-48/80-8HR HAWKER	 CHARGER50HZ1PHASE48/808HRHAWKER	N	N		50 Hz				48 Volts	8 Hours			1 Phases													Hawker	
BATTERY CHARGER	BATTERY	A865	G258	A865G25803		A865G25803          	MO10S	CHARGER 50HZ-3 PHASE-48/80-8HR HAWKER	EUR	1130	CHARGER 50HZ-3 PHASE-48/80-8HR HAWKER	 CHARGER50HZ3PHASE48/808HRHAWKER	N	N		50 Hz				48 Volts	8 Hours			3 Phases													Hawker	
BATTERY CHARGER	BATTERY	A865	G258	A865G25805		A865G25805          	MO10S	CHARGER 50HZ-1 PHASE-48/60-12HR HAWKER	EUR	785	CHARGER 50HZ-1 PHASE-48/60-12HR HAWKER	 CHARGER50HZ1PHASE48/6012HRHAWKER	N	N		50 Hz				48 Volts	12 Hours			1 Phases													Hawker	
BATTERY CHARGER	BATTERY	A865	G258	A865G25806		A865G25806          	MO10S	CHARGER 1PHASE-HF-SMT 48/50-12HR HAWKER	EUR	1530	CHARGER 1PHASE-HF-SMT 48/50-12HR HAWKER	 CHARGER1PHASEHFSMT48/5012HRHAWKER	N	N						48 Volts	12 Hours			1 Phases													Hawker	
BATTERY CHARGER	BATTERY	A865	G258	A865G25899		A865G25899          	MO10S	LESS CHARGER	EUR	0	LESS CHARGER	 LESSCHARGER	N	N																								
MODEL	MODEL	A867	000	A867000001		A867000001          	MT10,12,15	MODEL : MT10	EUR	45495	MT10	 MODEL:MT10																										
MODEL	MODEL	A867	000	A867000002		A867000002          	MT10,12,15	MODEL : MT12	EUR	46100	MT12	 MODEL:MT12																										
MODEL	MODEL	A867	000	A867000003		A867000003          	MT10,12,15	MODEL : MT15	EUR	55890	MT15	 MODEL:MT15																										
SPEED CONTROL	DRIVE	A867	103	A867103001		A867103001          	MT10,12,15	END OF AISLE STOP	EUR	1410	END OF AISLE STOP	 ENDOFAISLESTOP																										
BATTERY COMPARTMENT	HYDRAULICS	A867	200	A867200001		A867200001          	MT10,12,15	LATERAL EXTRACTION ROLLERS FOR BATTERY	EUR	430	LATERAL EXTRACTION ROLLERS FOR BATTERY	 LATERALEXTRACTIONROLLERSFORBATTERY	N	N																								
BATTERY COMPARTMENT	HYDRAULICS	A867	200	A867200001		A867200001          	MT10,12,15	LATERAL EXTRACTION ROLLERS FOR BATTERY	EUR	430	LATERAL EXTRACTION ROLLERS FOR BATTERY	 LATERALEXTRACTIONROLLERSFORBATTERY	N	N																								
TRAVERSE FRAME	FRAME	A867	210	A867210001		A867210001          	MT10,12,15	1055 MM TRAVERSE FRAME WIDTH	EUR	0	1055 MM TRAVERSE FRAME WIDTH	 1055MMTRAVERSEFRAMEWIDTH																										
TRAVERSE FRAME	FRAME	A867	210	A867210002		A867210002          	MT10,12,15	1255 MM TRAVERSE FRAME WIDTH	EUR	0	1255 MM TRAVERSE FRAME WIDTH	 1255MMTRAVERSEFRAMEWIDTH																										
TRAVERSE FRAME	FRAME	A867	210	A867210003		A867210003          	MT10,12,15	1455 MM TRAVERSE FRAME WIDTH	EUR	0	1455 MM TRAVERSE FRAME WIDTH	 1455MMTRAVERSEFRAMEWIDTH																										
FRAME	FRAME	A867	220	A867220001		A867220001          	MT10,12,15	1270MM CHASSIS WIDTH (OVER WHEEL COVERS)	EUR	0	1270MM CHASSIS WIDTH (OVER WHEEL COVERS)	 1270MMCHASSISWIDTH(OVERWHEELCOVERS)																										
FRAME	FRAME	A867	220	A867220002		A867220002          	MT10,12,15	1350MM CHASSIS WIDTH (OVER WHEEL COVERS)	EUR	0	1350MM CHASSIS WIDTH (OVER WHEEL COVERS)	 1350MMCHASSISWIDTH(OVERWHEELCOVERS)																										
FRAME	FRAME	A867	220	A867220003		A867220003          	MT10,12,15	1525MM CHASSIS WIDTH (OVER WHEEL COVERS)	EUR	0	1525MM CHASSIS WIDTH (OVER WHEEL COVERS)	 1525MMCHASSISWIDTH(OVERWHEELCOVERS)																										
MASTS	MAST	A867	420	A867420001		A867420001          	MT10,12,15	2 STAGE 4000MM MAST	EUR	18630	2 STAGE 4000MM MAST	 2STAGE4000MMMAST	N	N																			4000 MM		2 Stages			
MASTS	MAST	A867	420	A867420002		A867420002          	MT10,12,15	2 STAGE 4500MM MAST	EUR	19435	2 STAGE 4500MM MAST	 2STAGE4500MMMAST	N	N																			4500 MM		2 Stages			
MASTS	MAST	A867	420	A867420003		A867420003          	MT10,12,15	2 STAGE 5000MM MAST	EUR	20455	2 STAGE 5000MM MAST	 2STAGE5000MMMAST	N	N																			5000 MM		2 Stages			
MASTS	MAST	A867	420	A867420004		A867420004          	MT10,12,15	2 STAGE 5500MM MAST	EUR	21580	2 STAGE 5500MM MAST	 2STAGE5500MMMAST	N	N																			5500 MM		2 Stages			
MASTS	MAST	A867	420	A867420005		A867420005          	MT10,12,15	2 STAGE 6000MM MAST	EUR	24770	2 STAGE 6000MM MAST	 2STAGE6000MMMAST	N	N																			6000 MM		2 Stages			
MASTS	MAST	A867	420	A867420006		A867420006          	MT10,12,15	2 STAGE 6500MM MAST	EUR	26130	2 STAGE 6500MM MAST	 2STAGE6500MMMAST	N	N																			6500 MM		2 Stages			
MASTS	MAST	A867	420	A867420007		A867420007          	MT10,12,15	2 STAGE 7000MM MAST	EUR	27615	2 STAGE 7000MM MAST	 2STAGE7000MMMAST	N	N																			7000 MM		2 Stages			
MASTS	MAST	A867	420	A867420008		A867420008          	MT10,12,15	2 STAGE 7500MM MAST	EUR	30460	2 STAGE 7500MM MAST	 2STAGE7500MMMAST	N	N																			7500 MM		2 Stages			
MASTS	MAST	A867	420	A867420009		A867420009          	MT10,12,15	2 STAGE 8000MM MAST	EUR	31945	2 STAGE 8000MM MAST	 2STAGE8000MMMAST	N	N																			8000 MM		2 Stages			
MASTS	MAST	A867	420	A867420010		A867420010          	MT10,12,15	2 STAGE 8500MM MAST	EUR	33410	2 STAGE 8500MM MAST	 2STAGE8500MMMAST	N	N																			8500 MM		2 Stages			
LIFT INTERRUPT/ANTI-SLACK	MAST	A867	425	A867425001		A867425001          	MT10,12,15	LIFT INTERRUPT WITH OVERRIDE	EUR	270	LIFT INTERRUPT WITH OVERRIDE	 LIFTINTERRUPTWITHOVERRIDE	N	N																								
FORKS	MAST	A867	600	A867600001		A867600001          	MT10,12,15	FORKS 800 X 100 X 35 MM	EUR	195	FORKS 800 X 100 X 35 MM	 FORKS800X100X35MM	N	N																								
FORKS	MAST	A867	600	A867600002		A867600002          	MT10,12,15	FORKS 1000 X 100 X 35 MM	EUR	195	FORKS 1000 X 100 X 35 MM	 FORKS1000X100X35MM	N	N																								
FORKS	MAST	A867	600	A867600003		A867600003          	MT10,12,15	FORKS 1200 X 100 X 35 MM	EUR	0	FORKS 1200 X 100 X 35 MM	 FORKS1200X100X35MM	N	N																								
FORKS	MAST	A867	600	A867600101		A867600101          	MT10,12,15	FORKS 800 X 100 X 40 MM	EUR	195	FORKS 800 X 100 X 40 MM	 FORKS800X100X40MM	N	N																								
FORKS	MAST	A867	600	A867600102		A867600102          	MT10,12,15	FORKS 1000 X 100 X 40 MM	EUR	195	FORKS 1000 X 100 X 40 MM	 FORKS1000X100X40MM	N	N																								
FORKS	MAST	A867	600	A867600103		A867600103          	MT10,12,15	FORKS 1200 X 100 X 40 MM	EUR	0	FORKS 1200 X 100 X 40 MM	 FORKS1200X100X40MM	N	N																								
REVERSE ALARM	DRIVE	A867	720	A867720001		A867720001          	MT10,12,15	AUDIBLE REVERSE ALARM	EUR	465	AUDIBLE REVERSE ALARM	 AUDIBLEREVERSEALARM																										
TRUCK LITERATURE PACKAGE	MANUALS	A867	740	A867740001		A867740001          	MT10,12,15	LITERATURE PACKAGE : ENGLISH	EUR	0	LITERATURE PACKAGE : ENGLISH	 LITERATUREPACKAGE:ENGLISH																										
TRUCK LITERATURE PACKAGE	MANUALS	A867	740	A867740002		A867740002          	MT10,12,15	LITERATURE PACKAGE : ITALIAN	EUR	0	LITERATURE PACKAGE : ITALIAN	 LITERATUREPACKAGE:ITALIAN																										
TRUCK LITERATURE PACKAGE	MANUALS	A867	740	A867740003		A867740003          	MT10,12,15	LITERATURE PACKAGE : GERMAN	EUR	0	LITERATURE PACKAGE : GERMAN	 LITERATUREPACKAGE:GERMAN																										
TRUCK LITERATURE PACKAGE	MANUALS	A867	740	A867740004		A867740004          	MT10,12,15	LITERATURE PACKAGE : FRENCH	EUR	0	LITERATURE PACKAGE : FRENCH	 LITERATUREPACKAGE:FRENCH																										
TRUCK LITERATURE PACKAGE	MANUALS	A867	740	A867740005		A867740005          	MT10,12,15	LITERATURE PACKAGE : SPANISH	EUR	0	LITERATURE PACKAGE : SPANISH	 LITERATUREPACKAGE:SPANISH																										
BATTERY	BATTERY	A867	760	A867760099		A867760099          	MT10,12,15	LESS BATTERY	EUR	0	LESS BATTERY	 LESSBATTERY	N	N																								
BATTERY TYPE	BATTERY	A867	761	A867761002		A867761002          	MT10,12,15	AQUAMATIC TYPE BATTERY	EUR	325	AQUAMATIC TYPE BATTERY	 AQUAMATICTYPEBATTERY	N	N																							Aquamatic	
BATTERY TYPE	BATTERY	A867	761	A867761003		A867761003          	MT10,12,15	AIR MIX TYPE BATTERY	EUR	325	AIR MIX TYPE BATTERY	 AIRMIXTYPEBATTERY	N	N																							Air Mix	
CHARGER	BATTERY	A867	780	A867780099		A867780099          	MT10,12,15	LESS CHARGER	EUR	0	LESS CHARGER	 LESSCHARGER	N	N																								
CHARGER TYPE	BATTERY	A867	782	A867782001		A867782001          	MT10,12,15	AIR PUMP FOR CHARGER-FOR BATT.W/AIRMIX	EUR	630	AIR PUMP FOR CHARGER-FOR BATT.W/AIRMIX	 AIRPUMPFORCHARGERFORBATTW/AIRMIX	N	N																							Air Mix	
